issn_linking,issn_print,issn_electronic,nlm_indexed,nlm_indexed_subset,title
0953-1424,0953-1424,1952-4021,Y,IM,Magnes Res
1011-7571,1011-7571,1423-0151,Y,IM,Med Princ Pract
0893-3952,0893-3952,1530-0285,Y,IM,Mod Pathol
0899-1987,0899-1987,1098-2744,Y,IM,Mol Carcinog
1040-452X,1040-452X,1098-2795,Y,IM,Mol Reprod Dev
0933-7407,0933-7407,1439-0507,Y,IM,Mycoses
0970-258X,0970-258X,NA,Y,IM,Natl Med J India
0893-6080,0893-6080,1879-2782,Y,IM,Neural Netw
0896-6273,0896-6273,1097-4199,Y,IM,Neuron
0987-7053,0987-7053,1769-7131,Y,IM,Neurophysiol Clin
0952-3480,0952-3480,1099-1492,Y,IM,NMR Biomed
0894-3184,0894-3184,1552-7409,Y,N,Nurs Sci Q
0954-4224,0954-4224,1475-2700,Y,IM,Nutr Res Rev
0896-8608,0896-8608,1718-4304,Y,IM,Perit Dial Int
0952-3278,0952-3278,1532-2823,Y,IM,Prostaglandins Leukot Essent Fatty Acids
0214-3429,0214-3429,1988-9518,Y,IM,Rev Esp Quimioter
0920-9964,0920-9964,1573-2509,Y,IM,Schizophr Res
0894-0959,0894-0959,1525-139X,Y,IM,Semin Dial
0895-7967,0895-7967,1558-4518,Y,IM,Semin Vasc Surg
0933-7954,0933-7954,1433-9285,Y,IM,Soc Psychiatry Psychiatr Epidemiol
0899-0220,0899-0220,1369-1651,Y,IM,Somatosens Mot Res
0899-3459,0899-3459,1536-1004,Y,IM,Top Magn Reson Imaging
0934-0874,0934-0874,1432-2277,Y,IM,Transpl Int
0894-8771,0894-8771,1536-0253,Y,IM,Ultrasound Q
0932-0814,0932-0814,2567-6911,Y,IM,Vet Comp Orthop Traumatol
0952-5238,0952-5238,1469-8714,Y,IM,Vis Neurosci
0284-186X,0284-186X,1651-226X,Y,IM,Acta Oncol
0284-1851,0284-1851,1600-0455,Y,IM,Acta Radiol
0169-409X,0169-409X,1872-8294,Y,IM,Adv Drug Deliv Rev
0895-9374,0895-9374,1544-0737,Y,D,Adv Dent Res
0889-2229,0889-2229,1931-8405,Y,IM,AIDS Res Hum Retroviruses
0269-9370,0269-9370,1473-5571,Y,IM,AIDS
1358-6173,1358-6173,NA,Y,IM,Alcohol Alcohol Suppl
0269-2813,0269-2813,1365-2036,Y,IM,Aliment Pharmacol Ther
0893-0341,0893-0341,1546-4156,Y,IM,Alzheimer Dis Assoc Disord
0914-7187,0914-7187,1864-6433,Y,IM,Ann Nucl Med
0932-0067,0932-0067,1432-0711,Y,IM,Arch Gynecol Obstet
0883-9417,0883-9417,1532-8228,Y,IM,Arch Psychiatr Nurs
1010-5395,1010-5395,1941-2479,Y,IM,Asia Pac J Public Health
0269-9702,0269-9702,1467-8519,Y,IM,Bioethics
0268-960X,0268-960X,1532-1681,Y,IM,Blood Rev
0889-1591,0889-1591,1090-2139,Y,IM,Brain Behav Immun
0269-9052,0269-9052,1362-301X,Y,IM,Brain Inj
0888-6008,0888-6008,1558-1551,Y,IM,Breast Dis
0268-8697,0268-8697,1360-046X,Y,IM,Br J Neurosurg
0832-610X,0832-610X,1496-8975,Y,IM,Can J Anaesth
0920-3206,0920-3206,1573-7241,Y,IM,Cardiovasc Drugs Ther
0891-1150,0891-1150,1939-2869,Y,IM,Cleve Clin J Med
0269-9206,0269-9206,1464-5076,Y,IM,Clin Linguist Phon
1385-4046,1385-4046,1744-4144,Y,IM,Clin Neuropsychol
0887-6274,0887-6274,1538-9782,Y,N,Clin Nurse Spec
0269-2155,0269-2155,1477-0873,Y,IM,Clin Rehabil
0902-0063,0902-0063,1399-0012,Y,IM,Clin Transplant
0269-9931,0269-9931,1464-0600,Y,IM,Cogn Emot
0914-3505,0914-3505,1741-4520,Y,IM,Congenit Anom (Kyoto)
0888-8892,0888-8892,1523-1739,Y,IM,Conserv Biol
0887-9303,0887-9303,1550-5111,Y,N,Crit Care Nurs Q
0950-1991,0950-1991,1477-9129,Y,IM,Development
0889-8529,0889-8529,1558-4410,Y,IM,Endocrinol Metab Clin North Am
0893-6692,0893-6692,1098-2280,Y,IM,Environ Mol Mutagen
0269-7491,0269-7491,1873-6424,Y,IM,Environ Pollut
0950-2688,0950-2688,1469-4409,Y,IM,Epidemiol Infect
0920-1211,0920-1211,1872-6844,Y,IM,Epilepsy Res
0952-1941,0952-1941,NA,Y,IM,Eur J Anaesthesiol Suppl
1010-7940,1010-7940,1873-734X,Y,IM,Eur J Cardiothorac Surg
0902-4506,0902-4506,NA,Y,IM,Eur J Haematol Suppl
0902-4441,0902-4441,1600-0609,Y,IM,Eur J Haematol
0932-4739,0932-4739,1618-0429,Y,IM,Eur J Protistol
0950-222X,0950-222X,1476-5454,Y,IM,Eye (Lond)
0892-6638,0892-6638,1530-6860,Y,IM,FASEB J
0891-5849,0891-5849,1873-4596,Y,IM,Free Radic Biol Med
0767-3981,0767-3981,1472-8206,Y,IM,Fundam Clin Pharmacol
0213-9111,0213-9111,1578-1283,Y,IM,Gac Sanit
0889-8553,0889-8553,1558-1942,Y,IM,Gastroenterol Clin North Am
0890-9369,0890-9369,1549-5477,Y,IM,Genes Dev
0831-2796,0831-2796,1480-3321,Y,IM,Genome
0888-7543,0888-7543,1089-8646,Y,IM,Genomics
0951-3590,0951-3590,1473-0766,Y,IM,Gynecol Endocrinol
0889-8588,0889-8588,1558-1977,Y,IM,Hematol Oncol Clin North Am
0889-8561,0889-8561,1557-8607,Y,IM,Immunol Allergy Clin North Am
0818-9641,0818-9641,1440-1711,Y,IM,Immunol Cell Biol
0892-3973,0892-3973,1532-2513,Y,IM,Immunopharmacol Immunotoxicol
0258-851X,0258-851X,1791-7549,Y,IM,In Vivo
0891-5520,0891-5520,1557-9824,Y,IM,Infect Dis Clin North Am
0890-4065,0890-4065,1879-193X,Y,IM,J Aging Stud
0913-8668,0913-8668,1438-8359,Y,IM,J Anesth
0887-6185,0887-6185,1873-7897,Y,IM,J Anxiety Disord
0914-5087,0914-5087,1876-4738,Y,IM,J Cardiol
0887-8013,0887-8013,1098-2825,Y,IM,J Clin Lab Anal
0269-4727,0269-4727,1365-2710,Y,IM,J Clin Pharm Ther
0920-654X,0920-654X,1573-4951,Y,IM,J Comput Aided Mol Des
1010-5182,1010-5182,1878-4119,Y,IM,J Craniomaxillofac Surg
0892-7790,0892-7790,1557-900X,Y,IM,J Endourol
1010-061X,1010-061X,1420-9101,Y,IM,J Evol Biol
0893-3200,0893-3200,1939-1293,Y,IM,J Fam Psychol
0894-1130,0894-1130,1545-004X,Y,IM,J Hand Ther
0885-4726,0885-4726,1528-6916,Y,H,J Health Care Chaplain
0950-9240,0950-9240,1476-5527,Y,IM,J Hum Hypertens
0890-5339,0890-5339,1531-2291,Y,IM,J Orthop Trauma
0891-5245,0891-5245,1532-656X,Y,N,J Pediatr Health Care
0893-2190,0893-2190,1550-5073,Y,N,J Perinat Neonatal Nurs
0885-579X,0885-579X,1943-2763,Y,IM,J Pers Disord
1011-1344,1011-1344,1873-2682,Y,IM,J Photochem Photobiol B
0269-8811,0269-8811,1461-7285,Y,IM,J Psychopharmacol
0890-8567,0890-8567,1527-5418,Y,IM,J Am Acad Child Adolesc Psychiatry
0891-6640,0891-6640,1939-1676,Y,IM,J Vet Intern Med
0892-1997,0892-1997,1873-4588,Y,IM,J Voice
1011-8942,1011-8942,2092-9382,Y,IM,Korean J Ophthalmol
0887-6924,0887-6924,1476-5551,Y,IM,Leukemia
0269-283X,0269-283X,1365-2915,Y,IM,Med Vet Entomol
1873-4022,0958-3947,1873-4022,Y,IM,Med Dosim
0890-8508,0890-8508,1096-1194,Y,IM,Mol Cell Probes
0950-382X,0950-382X,1365-2958,Y,IM,Mol Microbiol
0893-7648,0893-7648,1559-1182,Y,IM,Mol Neurobiol
0894-4105,0894-4105,1931-1559,Y,IM,Neuropsychology
0893-133X,0893-133X,1740-634X,Y,IM,Neuropsychopharmacology
0892-0362,0892-0362,1872-9738,Y,IM,Neurotoxicol Teratol
0029-6570,0029-6570,2047-9018,Y,N,Nurs Stand
0899-9007,0899-9007,1873-1244,Y,IM,Nutrition
0889-8545,0889-8545,1558-0474,Y,IM,Obstet Gynecol Clin North Am
0950-9232,0950-9232,1476-5594,Y,IM,Oncogene
0269-5022,0269-5022,1365-3016,Y,IM,Paediatr Perinat Epidemiol
0269-2163,0269-2163,1477-030X,Y,IM,Palliat Med
0932-0113,0932-0113,1432-1955,Y,IM,Parasitol Res
0891-3668,0891-3668,1532-0987,Y,IM,Pediatr Infect Dis J
0931-041X,0931-041X,1432-198X,Y,IM,Pediatr Nephrol
1054-187X,1054-187X,NA,Y,IM,Pediatr Pulmonol Suppl
1120-1797,1120-1797,1724-191X,Y,IM,Phys Med
0951-418X,0951-418X,1099-1573,Y,IM,Phytother Res
0921-9668,0921-9668,1573-9104,Y,IM,Plant Foods Hum Nutr
0981-9428,0981-9428,1873-2690,Y,IM,Plant Physiol Biochem
0887-0446,0887-0446,1476-8321,Y,IM,Psychol Health
0893-164X,0893-164X,1939-1501,Y,IM,Psychol Addict Behav
0951-4198,0951-4198,1097-0231,Y,IM,Rapid Commun Mass Spectrom
0886-022X,0886-022X,1525-6049,Y,IM,Ren Fail
0890-6238,0890-6238,1873-1708,Y,IM,Reprod Toxicol
0891-4222,0891-4222,1873-3379,Y,IM,Res Dev Disabil
0889-857X,0889-857X,1558-3163,Y,IM,Rheum Dis Clin North Am
0283-9318,0283-9318,1471-6712,Y,N,Scand J Caring Sci
0932-433X,0932-433X,1432-2129,Y,IM,Schmerz
0269-8897,0269-8897,NA,Y,QIS,Sci Context
0932-0555,0932-0555,1439-1236,Y,IM,Sportverletz Sportschaden
0930-2794,0930-2794,1432-2218,Y,IM,Surg Endosc
0887-4476,0887-4476,1098-2396,Y,IM,Synapse
0887-2333,0887-2333,1879-3177,Y,IM,Toxicol In Vitro
0887-7963,0887-7963,1532-9496,Y,IM,Transfus Med Rev
0955-470X,0955-470X,1557-9816,Y,IM,Transplant Rev (Orlando)
0882-8245,0882-8245,1557-8976,Y,IM,Viral Immunol
0920-8569,0920-8569,1572-994X,Y,IM,Virus Genes
0102-8650,0102-8650,1678-2674,Y,IM,Acta Cir Bras
0890-1171,0890-1171,2168-6602,Y,T,Am J Health Promot
0889-5406,0889-5406,1097-6752,Y,IM,Am J Orthod Dentofacial Orthop
0268-9146,0268-9146,1365-2052,Y,IM,Anim Genet
0890-5096,0890-5096,1615-5947,Y,IM,Ann Vasc Surg
0887-6177,0887-6177,1873-5843,Y,IM,Arch Clin Neuropsychol
0102-6720,0102-6720,2317-6326,Y,IM,Arq Bras Cir Dig
0829-8211,0829-8211,1208-6002,Y,IM,Biochem Cell Biol
0269-3879,0269-3879,1099-0801,Y,IM,Biomed Chromatogr
0885-4513,0885-4513,1470-8744,Y,IM,Biotechnol Appl Biochem
0268-3369,0268-3369,1476-5365,Y,IM,Bone Marrow Transplant
0846-5371,0846-5371,1488-2361,Y,IM,Can Assoc Radiol J
0830-9000,0830-9000,1928-9022,Y,IM,Can J Vet Res
0268-0033,0268-0033,1879-1271,Y,IM,"Clin Biomech (Bristol, Avon)"
0816-4622,0816-4622,1444-0938,Y,IM,Clin Exp Optom
0891-8422,0891-8422,1558-2302,Y,IM,Clin Podiatr Med Surg
0268-4705,0268-4705,1531-7080,Y,IM,Curr Opin Cardiol
0257-2753,0257-2753,1421-9875,Y,IM,Dig Dis
0179-051X,0179-051X,1432-0460,Y,IM,Dysphagia
0920-1742,0920-1742,1573-5168,Y,IM,Fish Physiol Biochem
0393-5264,0393-5264,1971-3274,Y,IM,Funct Neurol
0268-1153,0268-1153,1465-3648,Y,T,Health Educ Res
0268-1080,0268-1080,1460-2237,Y,H,Health Policy Plan
0213-3911,0213-3911,1699-5848,Y,IM,Histol Histopathol
0887-9311,0887-9311,1550-5138,Y,N,Holist Nurs Pract
0885-6222,0885-6222,1099-1077,Y,IM,Hum Psychopharmacol
0268-1161,0268-1161,1460-2350,Y,IM,Hum Reprod
0885-3010,0885-3010,1525-8955,Y,IM,IEEE Trans Ultrason Ferroelectr Freq Control
0257-277X,0257-277X,1559-0755,Y,IM,Immunol Res
0268-1315,0268-1315,1473-5857,Y,IM,Int Clin Psychopharmacol
0393-6155,0393-6155,1724-6008,Y,IM,Int J Biol Markers
0179-1958,0179-1958,1432-1262,Y,IM,Int J Colorectal Dis
0885-6230,0885-6230,1099-1166,Y,IM,Int J Geriatr Psychiatry
0901-5027,0901-5027,1399-0020,Y,IM,Int J Oral Maxillofac Surg
0882-2786,0882-2786,1942-4434,Y,IM,Int J Oral Maxillofac Implants
0883-0185,0883-0185,1563-5244,Y,IM,Int Rev Immunol
0931-2668,0931-2668,1439-0388,Y,IM,J Anim Breed Genet
0883-5403,0883-5403,1532-8406,Y,IM,J Arthroplasty
0748-7304,0748-7304,1552-4531,Y,IM,J Biol Rhythms
0885-3282,0885-3282,1530-8022,Y,IM,J Biomater Appl
0884-0431,0884-0431,1523-4681,Y,IM,J Bone Miner Res
0885-8195,0885-8195,1543-0154,Y,IM,J Cancer Educ
0886-0440,0886-0440,1540-8191,Y,IM,J Card Surg
0889-4655,0889-4655,1550-5049,Y,IM,J Cardiovasc Nurs
0886-3350,0886-3350,1873-4502,Y,IM,J Cataract Refract Surg
0883-0738,0883-0738,1708-8283,Y,IM,J Child Neurol
0169-7722,0169-7722,1873-6009,Y,IM,J Contam Hydrol
0883-9441,0883-9441,1557-8615,Y,IM,J Crit Care
0169-3816,0169-3816,1573-0719,Y,IM,J Cross Cult Gerontol
0815-9319,0815-9319,1440-1746,Y,IM,J Gastroenterol Hepatol
0884-8734,0884-8734,1525-1497,Y,IM,J Gen Intern Med
0885-9701,0885-9701,1550-509X,Y,IM,J Head Trauma Rehabil
0885-0666,0885-0666,1525-1489,Y,IM,J Intensive Care Med
0886-2605,0886-2605,1552-6518,Y,IM,J Interpers Violence
1011-8934,1011-8934,1598-6357,Y,IM,J Korean Med Sci
0888-0395,0888-0395,1945-2810,Y,IM,J Neurosci Nurs
0885-3924,0885-3924,1873-6513,Y,IM,J Pain Symptom Manage
0882-5963,0882-5963,1532-8449,Y,IM,J Pediatr Nurs
1226-3303,1226-3303,2005-6648,Y,IM,Korean J Intern Med
0268-8921,0268-8921,1435-604X,Y,IM,Lasers Med Sci
0885-7490,0885-7490,1573-7365,Y,IM,Metab Brain Dis
0882-4010,0882-4010,1096-1208,Y,IM,Microb Pathog
0887-378X,0887-378X,1468-0009,Y,IM,Milbank Q
0885-3185,0885-3185,1531-8257,Y,IM,Mov Disord
0267-8357,0267-8357,1464-3804,Y,IM,Mutagenesis
0931-0509,0931-0509,1460-2385,Y,IM,Nephrol Dial Transplant
0213-4853,0213-4853,1578-1968,Y,IM,Neurologia
0948-6259,0948-6259,NA,Y,IM,Neuropsychiatr
0212-1611,0212-1611,1699-5198,Y,IM,Nutr Hosp
0884-5336,0884-5336,1941-2452,Y,IM,Nutr Clin Pract
0885-3177,0885-3177,1536-4828,Y,IM,Pancreas
0888-0018,0888-0018,1521-0669,Y,IM,Pediatr Hematol Oncol
0179-0358,0179-0358,1437-9813,Y,IM,Pediatr Surg Int
0267-6591,0267-6591,1477-111X,Y,IM,Perfusion
0268-3555,0268-3555,1758-1125,Y,IM,Phlebology
0887-3585,0887-3585,1097-0134,Y,IM,Proteins
0882-7974,0882-7974,1939-1498,Y,IM,Psychol Aging
0334-1763,0334-1763,NA,Y,IM,Rev Neurosci
0882-0538,0882-0538,1744-5205,Y,IM,Semin Ophthalmol
0179-7158,0179-7158,1439-099X,Y,IM,Strahlenther Onkol
0930-1038,0930-1038,1279-8517,Y,IM,Surg Radiol Anat
0829-318X,0829-318X,1758-4469,Y,IM,Tree Physiol
0169-5347,0169-5347,1872-8383,Y,IM,Trends Ecol Evol
0886-6708,0886-6708,NA,Y,IM,Violence Vict
0749-3797,0749-3797,1873-2607,Y,IM,Am J Prev Med
0910-6340,0910-6340,1348-2246,Y,IM,Anal Sci
0883-6612,0883-6612,1532-4796,Y,IM,Ann Behav Med
0256-4947,0256-4947,0975-4466,Y,IM,Ann Saudi Med
0749-8063,0749-8063,1526-3231,Y,IM,Arthroscopy
0743-4618,0743-4618,1477-3848,Y,IM,Augment Altern Commun
1213-8118,1213-8118,NA,Y,IM,Biomed Pap Med Fac Univ Palacky Olomouc Czech Repub
1520-6033,8756-7938,1520-6033,Y,IM,Biotechnol Prog
1873-2763,8756-3282,1873-2763,Y,IM,Bone
0102-311X,0102-311X,1678-4464,Y,IM,Cad Saude Publica
0828-282X,0828-282X,1916-7075,Y,IM,Can J Cardiol
0256-7040,0256-7040,1433-0350,Y,IM,Childs Nerv Syst
0749-8047,0749-8047,1536-5409,Y,IM,Clin J Pain
0749-0690,0749-0690,1879-8853,Y,IM,Clin Geriatr Med
0820-3946,0820-3946,1488-2329,Y,IM,CMAJ
0169-2607,0169-2607,1872-7565,Y,IM,Comput Methods Programs Biomed
0886-9634,0886-9634,2151-0903,Y,D,Cranio
0749-0704,0749-0704,1557-8232,Y,IM,Crit Care Clin
0267-1379,0267-1379,1531-7056,Y,IM,Curr Opin Gastroenterol
0748-1187,0748-1187,1091-7683,Y,T,Death Stud
0109-5641,0109-5641,1879-0097,Y,D,Dent Mater
1532-6942,8756-5641,1532-6942,Y,IM,Dev Neuropsychol
0168-8227,0168-8227,1872-8227,Y,IM,Diabetes Res Clin Pract
1097-0339,8755-1039,1097-0339,Y,IM,Diagn Cytopathol
0269-4042,0269-4042,1573-2983,Y,IM,Environ Geochem Health
0393-2990,0393-2990,1573-7284,Y,IM,Eur J Epidemiol
0748-7983,0748-7983,1532-2157,Y,IM,Eur J Surg Oncol
0168-8162,0168-8162,1572-9702,Y,IM,Exp Appl Acarol
1004-5619,1004-5619,NA,Y,IM,Fa Yi Xue Za Zhi
0168-6496,0168-6496,1574-6941,Y,IM,FEMS Microbiol Ecol
0168-6445,0168-6445,1574-6976,Y,IM,FEMS Microbiol Rev
0749-0712,0749-0712,1558-1969,Y,IM,Hand Clin
0910-8327,0910-8327,1615-2573,Y,IM,Heart Vessels
0882-0139,0882-0139,1532-4311,Y,IM,Immunol Invest
0334-0139,0334-0139,2191-0278,Y,IM,Int J Adolesc Med Health
0749-6753,0749-6753,1099-1751,Y,H,Int J Health Plann Manage
0265-6736,0265-6736,1464-5157,Y,IM,Int J Hyperthermia
0266-4623,0266-4623,1471-6348,Y,IM,Int J Technol Assess Health Care
0161-7567,8750-7587,1522-1601,Y,IM,J Appl Physiol (1985)
0233-111X,0233-111X,1521-4028,Y,IM,J Basic Microbiol
1380-3395,1380-3395,1744-411X,Y,IM,J Clin Exp Neuropsychol
0168-8278,0168-8278,1600-0641,Y,IM,J Hepatol
0890-3344,0890-3344,1552-5732,Y,N,J Hum Lact
0090-0311,0884-2175,1552-6909,Y,IM,J Obstet Gynecol Neonatal Nurs
0825-8597,0825-8597,2369-5293,Y,IM,J Palliat Care
8755-7223,8755-7223,1532-8481,Y,IM,J Prof Nurs
0890-765X,0890-765X,1748-0361,Y,IM,J Rural Health
8756-971X,8756-971X,1943-6270,Y,IM,J Am Mosq Control Assoc
1930-8264,8750-7315,1930-8264,Y,IM,J Am Podiatr Med Assoc
0883-5993,0883-5993,1536-0237,Y,IM,J Thorac Imaging
0743-7463,0743-7463,1520-5827,Y,IM,Langmuir
0266-8254,0266-8254,1472-765X,Y,IM,Lett Appl Microbiol
0169-5002,0169-5002,1872-8332,Y,IM,Lung Cancer
0749-1581,0749-1581,1097-458X,Y,IM,Magn Reson Chem
0767-0974,0767-0974,1958-5381,Y,IM,Med Sci (Paris)
0266-6138,0266-6138,1532-3099,Y,N,Midwifery
0178-7888,0178-7888,1867-1632,Y,IM,Mycotoxin Res
0740-9303,0740-9303,1537-2677,Y,IM,Ophthalmic Plast Reconstr Surg
0911-6028,0911-6028,1613-9674,Y,IM,Oral Radiol
0749-5161,0749-5161,1535-1815,Y,IM,Pediatr Emerg Care
0887-8994,0887-8994,1873-5150,Y,IM,Pediatr Neurol
1099-0496,8755-6863,1099-0496,Y,IM,Pediatr Pulmonol
0168-9452,0168-9452,1873-2259,Y,IM,Plant Sci
0033-6572,0033-6572,1936-7163,Y,D,Quintessence Int
0749-2081,0749-2081,1878-3449,Y,IM,Semin Oncol Nurs
1000-3061,1000-3061,NA,Y,IM,Sheng Wu Gong Cheng Xue Bao
1028-4559,1028-4559,1875-6263,Y,IM,Taiwan J Obstet Gynecol
0748-2337,0748-2337,1477-0393,Y,IM,Toxicol Ind Health
0168-9525,0168-9525,NA,Y,IM,Trends Genet
1018-5615,1018-5615,1309-5730,Y,IM,Turk Patoloji Derg
0177-5537,0177-5537,1433-044X,Y,IM,Unfallchirurg
0749-0739,0749-0739,1558-4224,Y,IM,Vet Clin North Am Equine Pract
0749-0720,0749-0720,1558-4240,Y,IM,Vet Clin North Am Food Anim Pract
0749-503X,0749-503X,1097-0061,Y,IM,Yeast
0326-4815,0326-4815,1852-4834,Y,D,Acta Odontol Latinoam
0736-5829,0736-5829,1543-2777,Y,IM,Adapt Phys Activ Q
0737-6146,0737-6146,1878-0415,Y,IM,Adv Anesth
0741-238X,0741-238X,1865-8652,Y,T,Adv Ther
0741-8329,0741-8329,1873-6823,Y,IM,Alcohol
0175-7598,0175-7598,1432-0614,Y,IM,Appl Microbiol Biotechnol
0265-9247,0265-9247,1521-1878,Y,IM,Bioessays
0264-8725,0264-8725,2046-5556,Y,IM,Biotechnol Genet Eng Rev
0266-4356,0266-4356,1532-1940,Y,IM,Br J Oral Maxillofac Surg
0742-2091,0742-2091,1573-6822,Y,IM,Cell Biol Toxicol
0742-0528,0742-0528,1525-6073,Y,IM,Chronobiol Int
0264-3294,0264-3294,1464-0627,Y,IM,Cogn Neuropsychol
0743-4863,0743-4863,2162-660X,Y,IM,Crit Rev Ther Drug Carrier Syst
0742-3071,0742-3071,1464-5491,Y,IM,Diabet Med
0253-4886,0253-4886,1421-9883,Y,IM,Dig Surg
0739-7240,0739-7240,1879-0054,Y,IM,Domest Anim Endocrinol
0742-2822,0742-2822,1540-8175,Y,IM,Echocardiography
0743-5800,0743-5800,1532-4206,Y,IM,Endocr Res
0213-005X,0213-005X,1578-1852,Y,IM,Enferm Infecc Microbiol Clin
0175-7571,0175-7571,1432-1017,Y,IM,Eur Biophys J
0265-0215,0265-0215,1365-2346,Y,IM,Eur J Anaesthesiol
0263-2136,0263-2136,1460-2229,Y,IM,Fam Pract
0239-8508,0239-8508,1897-5631,Y,IM,Folia Histochem Cytobiol
0740-0020,0740-0020,1095-9998,Y,IM,Food Microbiol
0741-0395,0741-0395,1098-2272,Y,IM,Genet Epidemiol
0393-5590,0393-5590,1724-5990,Y,IM,G Ital Nefrol
0282-0080,0282-0080,1573-4986,Y,IM,Glycoconj J
0739-9332,0739-9332,1096-4665,Y,N,Health Care Women Int
0168-8510,0168-8510,1872-6054,Y,H,Health Policy
0168-1605,0168-1605,1879-3460,Y,IM,Int J Food Microbiol
0168-1656,0168-1656,1873-4863,Y,IM,J Biotechnol
0736-0258,0736-0258,1537-1603,Y,IM,J Clin Neurophysiol
0737-0016,0737-0016,1532-7655,Y,IM,J Community Health Nurs
0174-1578,0174-1578,1432-136X,Y,IM,J Comp Physiol B
0168-3659,0168-3659,1873-4995,Y,IM,J Control Release
0731-8898,0731-8898,2162-6537,Y,IM,J Environ Pathol Toxicol Oncol
0265-931X,0265-931X,1879-1700,Y,IM,J Environ Radioact
0741-5400,0741-5400,1938-3673,Y,IM,J Leukoc Biol
0265-2048,0265-2048,1464-5246,Y,IM,J Microencapsul
0743-8346,0743-8346,1476-5543,Y,IM,J Perinatol
0742-3098,0742-3098,1600-079X,Y,IM,J Pineal Res
0176-1617,0176-1617,1618-1328,Y,IM,J Plant Physiol
0743-684X,0743-684X,1098-8947,Y,IM,J Reconstr Microsurg
0748-7711,0748-7711,1938-1352,Y,IM,J Rehabil Res Dev
0740-5472,0740-5472,1873-6483,Y,IM,J Subst Abuse Treat
0741-5214,0741-5214,1097-6809,Y,IM,J Vasc Surg
0740-3194,0740-3194,1522-2594,Y,IM,Magn Reson Med
0076-6070,0254-5020,1662-2812,Y,IM,Med Sport Sci
1064-3745,1064-3745,1940-6029,Y,IM,Methods Mol Biol
0393-2249,0393-2249,1827-1758,Y,IM,Minerva Urol Nefrol
0265-0568,0265-0568,1460-4752,Y,IM,Nat Prod Rep
0168-0102,0168-0102,1872-8111,Y,IM,Neurosci Res
0738-0577,0738-0577,1541-3098,Y,IM,Occup Ther Health Care
0169-6149,0169-6149,1573-0875,Y,IM,Orig Life Evol Biosph
0724-8741,0724-8741,1573-904X,Y,IM,Pharm Res
0176-3679,0176-3679,1439-0795,Y,IM,Pharmacopsychiatry
0254-4962,0254-4962,1423-033X,Y,IM,Psychopathology
0737-1209,0737-1209,1525-1446,Y,IM,Public Health Nurs
0716-1018,0716-1018,0717-6341,Y,IM,Rev Chilena Infectol
0761-8417,0761-8417,NA,Y,IM,Rev Pneumol Clin
0761-8425,0761-8425,1776-2588,Y,IM,Rev Mal Respir
1000-8713,1000-8713,NA,Y,IM,Se Pu
0887-2171,0887-2171,1558-5034,Y,IM,Semin Ultrasound CT MR
0112-1642,0112-1642,1179-2035,Y,IM,Sports Med
0127-5720,0127-5720,NA,Y,IM,Trop Biomed
1010-4283,1010-4283,1423-0380,Y,IM,Tumour Biol
0168-1702,0168-1702,1872-7492,Y,IM,Virus Res
0964-5284,0964-5284,1759-9873,Y,IM,Acupunct Med
0735-0414,0735-0414,1464-3502,Y,IM,Alcohol Alcohol
0735-6757,0735-6757,1532-8171,Y,IM,Am J Emerg Med
0735-1631,0735-1631,1098-8785,Y,IM,Am J Perinatol
0294-1260,0294-1260,1768-319X,Y,IM,Ann Chir Plast Esthet
0732-0582,0732-0582,1545-3278,Y,IM,Annu Rev Immunol
0739-4462,0739-4462,1520-6327,Y,IM,Arch Insect Biochem Physiol
0212-6567,0212-6567,1578-1275,Y,IM,Aten Primaria
0735-7044,0735-7044,1939-0084,Y,IM,Behav Neurosci
0735-3936,0735-3936,1099-0798,Y,IM,Behav Sci Law
0736-6205,0736-6205,1940-9818,Y,IM,Biotechniques
0734-9750,0734-9750,1873-1899,Y,IM,Biotechnol Adv
0253-5068,0253-5068,1421-9735,Y,IM,Blood Purif
0261-510X,0261-510X,2044-835X,Y,IM,Br J Dev Psychol
0735-7907,0735-7907,1532-4192,Y,IM,Cancer Invest
0733-8651,0733-8651,1558-2264,Y,IM,Cardiol Clin
0263-6484,0263-6484,1099-0844,Y,IM,Cell Biochem Funct
0262-0898,0262-0898,1573-7276,Y,IM,Clin Exp Metastasis
0738-081X,0738-081X,1879-1131,Y,IM,Clin Dermatol
0738-8551,0738-8551,1549-7801,Y,IM,Crit Rev Biotechnol
1040-8428,1040-8428,1879-0461,Y,IM,Crit Rev Oncol Hematol
0733-8635,0733-8635,1558-0520,Y,IM,Dermatol Clin
0732-8893,0732-8893,1879-0070,Y,IM,Diagn Microbiol Infect Dis
0278-0240,0278-0240,1875-8630,Y,IM,Dis Markers
0733-8627,0733-8627,1558-0539,Y,IM,Emerg Med Clin North Am
0736-6825,0736-6825,1098-8793,Y,D,Facial Plast Surg
0735-9683,0735-9683,1545-0864,Y,H,Health Mark Q
0278-0232,0278-0232,1099-1069,Y,IM,Hematol Oncol
1000-1182,1000-1182,NA,Y,IM,Hua Xi Kou Qiang Yi Xue Za Zhi
0255-0857,0255-0857,1998-3646,Y,IM,Indian J Med Microbiol
0736-5748,0736-5748,1873-474X,Y,IM,Int J Dev Neurosci
0167-8760,0167-8760,1872-7697,Y,IM,Int J Psychophysiol
0120-5307,0120-5307,2216-0280,Y,IM,Invest Educ Enferm
