Rank,Full Journal Title,ISSN
6128,ANNALS OF OCCUPATIONAL HYGIENE,0003-4878
6128,BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,0367-5211
6128,INTERNATIONAL JOURNAL OF MODERN PHYSICS E-NUCLEAR PHYSICS,0218-3013
6128,JOURNAL OF CREATIVE BEHAVIOR,0022-0175
6128,SPE RESERVOIR EVALUATION & ENGINEERING,1094-6470
6134,AUSTRALIAN SYSTEMATIC BOTANY,1030-1887
6134,Chinese Journal of Aeronautics,1000-9361
6134,EPISODES,0705-3797
6134,GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,1064-2684
6134,OCEANOLOGIA,0078-3234
6134,OPTIMAL CONTROL APPLICATIONS & METHODS,0143-2087
6140,Engineering Construction and Architectural Management,0969-9988
6140,Engineering Construction and Architectural Management,0969-9988
6140,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,0020-7640
6140,JOURNAL OF COMPOSITE MATERIALS,0021-9983
6144,ZEITSCHRIFT FUR GASTROENTEROLOGIE,0044-2771
6145,Journal of Deaf Studies and Deaf Education,1081-4159
6146,ADAPTED PHYSICAL ACTIVITY QUARTERLY,0736-5829
6146,Journal of Orthopaedic Surgery and Research,1749-799X
6146,PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,0735-7028
6146,SOCIO-ECONOMIC PLANNING SCIENCES,0038-0121
6146,SOCIO-ECONOMIC PLANNING SCIENCES,0038-0121
6146,SOCIOLOGICAL QUARTERLY,0038-0253
6146,Transactions on Emerging Telecommunications Technologies,2161-3915
6153,CURRENT PROBLEMS IN CANCER,0147-0272
6154,ARCHIVES OF MICROBIOLOGY,0302-8933
6154,JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,0931-2439
6154,MEDICINAL CHEMISTRY RESEARCH,1054-2523
6157,Head & Face Medicine,1746-160X
6157,JOURNAL DE MYCOLOGIE MEDICALE,1156-5233
6157,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0929-5313
6157,JOURNAL OF RISK AND INSURANCE,0022-4367
6161,AMERICAN ANTHROPOLOGIST,0002-7294
6161,ANTHROZOOS,0892-7936
6161,ANTHROZOOS,0892-7936
6161,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,0001-4966
6161,Journal of Advanced Ceramics,2226-4108
6161,NEUROPEDIATRICS,0174-304X
6161,OPHTHALMOLOGICA,0030-3755
6161,PUBLIC HEALTH REPORTS,0033-3549
6161,PUBLIC HEALTH REPORTS,0033-3549
6161,STRAIN,1475-1305
6171,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,0947-8396
6171,GOVERNMENT AND OPPOSITION,0017-257X
6171,INTERACTIVE LEARNING ENVIRONMENTS,1049-4820
6171,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,0748-8017
6171,Swiss Journal of Geosciences,1661-8726
6176,ACADEMIC PSYCHIATRY,1042-9670
6176,BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY,1542-0752
6176,CALCOLO,0008-0624
6176,Pacific-Basin Finance Journal,0927-538X
6180,AUSTRALASIAN JOURNAL OF DERMATOLOGY,0004-8380
6180,American Journal of Alzheimers Disease and Other Dementias,1533-3175
6180,BMC Oral Health,1472-6831
6180,JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME,0022-1481
6184,Cluster Computing-The Journal of Networks Software Tools and Applications,1386-7857
6184,JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,0368-2048
6184,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,0003-021X
6184,Journal of Interprofessional Care,1356-1820
6184,Journal of Interprofessional Care,1356-1820
6184,QUANTUM INFORMATION & COMPUTATION,1533-7146
6190,Advances in Theoretical and Mathematical Physics,1095-0761
6190,CONFLICT MANAGEMENT AND PEACE SCIENCE,0738-8942
6190,IEEE TRANSACTIONS ON EDUCATION,0018-9359
6190,Journal of Biomedical Semantics,2041-1480
6190,Journal of Maps,1744-5647
6190,Journal of Maps,1744-5647
6190,SCANDINAVIAN JOURNAL OF FOREST RESEARCH,0282-7581
6190,Standards in Genomic Sciences,1944-3277
6198,SOILS AND FOUNDATIONS,0038-0806
6199,JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS,0883-9115
6199,Journal of Stroke & Cerebrovascular Diseases,1052-3057
6199,PSYCHOLOGY CRIME & LAW,1068-316X
6202,JOURNAL OF LASER APPLICATIONS,1042-346X
6202,Materials Express,2158-5849
6204,Advances in Production Engineering & Management,1854-6250
6204,CHINESE MEDICAL JOURNAL,0366-6999
6204,DISASTERS,0361-3666
6204,MIND & LANGUAGE,0268-1064
6204,Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,0102-695X
6204,SOFTWARE QUALITY JOURNAL,0963-9314
6210,BMC BIOCHEMISTRY,1471-2091
6210,JOURNAL OF NONVERBAL BEHAVIOR,0191-5886
6210,REAL-TIME SYSTEMS,0922-6443
6213,Gender Place and Culture,0966-369X
6213,Journal of Environmental Planning and Management,0964-0568
6213,Review of Research in Education,0091-732X
6213,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,0363-0129
6217,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,1540-658X
6217,Child and Adolescent Mental Health,1475-357X
6217,Child and Adolescent Mental Health,1475-357X
6217,Journal of the American Academy of Audiology,1050-0545
6217,Journal of the Iranian Chemical Society,1735-207X
6217,School Mental Health,1866-2625
6217,WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,1044-7946
6224,ANGLE ORTHODONTIST,0003-3219
6224,ECOHYDROLOGY & HYDROBIOLOGY,1642-3593
6224,PATHOBIOLOGY,1015-2008
6227,Arthropod-Plant Interactions,1872-8855
6227,JOURNAL OF PHYSICAL ORGANIC CHEMISTRY,0894-3230
6227,JOURNAL OF TEXTURE STUDIES,0022-4901
6227,ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,0030-4948
6227,Soil Research,1838-675X
6232,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,0887-6177
6232,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,0887-6177
6232,Archives of Disease in Childhood-Education and Practice Edition,1743-0585
6235,POLYMER BULLETIN,0170-0839
6235,Psychology Health & Medicine,1354-8506
6235,Psychology Health & Medicine,1354-8506
6238,ANDROLOGIA,0303-4569
6238,ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,0003-6072
6238,CHEMICAL ENGINEERING & TECHNOLOGY,0930-7516
6238,FUTURE OF CHILDREN,1054-8289
6238,JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,1530-9827
6238,JOURNAL OF KOREAN MEDICAL SCIENCE,1011-8934
6238,Journal of Child and Family Studies,1062-1024
6238,Maritime Economics & Logistics,1479-2931
6238,Methods in Cell Biology,0091-679X
6238,REVIEW OF ACCOUNTING STUDIES,1380-6653
6238,VIOLENCE AGAINST WOMEN,1077-8012
6249,CYTOGENETIC AND GENOME RESEARCH,1424-8581
6249,GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,1470-2266
6251,ANZ JOURNAL OF SURGERY,1445-1433
6251,EDUCATIONAL POLICY,0895-9048
6251,FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,0239-8508
6251,Journal of Wound Ostomy and Continence Nursing,1071-5754
6251,Journal of Wound Ostomy and Continence Nursing,1071-5754
6251,PSYCHIATRIC GENETICS,0955-8829
6257,LEISURE SCIENCES,0149-0400
6257,NJAS-WAGENINGEN JOURNAL OF LIFE SCIENCES,1573-5214
6257,SPEECH COMMUNICATION,0167-6393
6260,Crisis-The Journal of Crisis Intervention and Suicide Prevention,0227-5910
6260,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,0921-0296
6262,Romanian Reports in Physics,1221-1451
6262,Systems Biology in Reproductive Medicine,1939-6368
6264,Gaceta Sanitaria,0213-9111
6264,Gaceta Sanitaria,0213-9111
6264,JOURNAL OF CONTEMPORARY ASIA,0047-2336
6264,Journal of Geriatric Cardiology,1671-5411
6264,MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,0946-7076
6264,Social Movement Studies,1474-2837
6264,WETLANDS ECOLOGY AND MANAGEMENT,0923-4861
6271,Frontiers of Structural and Civil Engineering,2095-2430
6271,Heritage Science,2050-7445
6271,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,0147-1767
6271,JOURNAL OF BASIC MICROBIOLOGY,0233-111X
6271,JOURNAL OF NAVIGATION,0373-4633
6271,Marine and Coastal Fisheries,1942-5120
6271,Technology Pedagogy and Education,1475-939X
6278,BOSTON UNIVERSITY LAW REVIEW,0006-8047
6278,Biological Research for Nursing,1099-8004
6278,COMPARATIVE EDUCATION,0305-0068
6278,INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,0214-6282
6278,JOURNAL OF ECONOMIC DYNAMICS & CONTROL,0165-1889
6278,SCIENTIFIC AMERICAN,0036-8733
6278,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,0142-3312
6285,Annals of Hepatology,1665-2681
6285,JOURNAL OF HYDROLOGIC ENGINEERING,1084-0699
6285,Journal of Biological Dynamics,1751-3758
6288,AMERICAN JOURNAL OF HUMAN BIOLOGY,1042-0533
6288,AMERICAN JOURNAL OF HUMAN BIOLOGY,1042-0533
6288,International Journal of Business Communication,2329-4884
6288,Journal of Contemporary China,1067-0564
6288,OCEAN DYNAMICS,1616-7341
6288,Photonics and Nanostructures-Fundamentals and Applications,1569-4410
6288,Phytochemistry Letters,1874-3900
6295,Analytical Cellular Pathology,2210-7177
6295,Canadian Water Resources Journal,0701-1784
6295,GRASS AND FORAGE SCIENCE,0142-5242
6295,JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,1053-0770
6295,Journal of Real-Time Image Processing,1861-8200
6295,OPHTHALMIC GENETICS,1381-6810
6301,AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,1017-6772
6301,ANIMAL WELFARE,0962-7286
6301,Mathematical Geosciences,1874-8961
6301,RAND JOURNAL OF ECONOMICS,0741-6261
6301,SOCIAL & CULTURAL GEOGRAPHY,1464-9365
6306,Cambridge Law Journal,0008-1973
6306,International Journal of Strategic Property Management,1648-715X
6306,NEW GENETICS AND SOCIETY,1463-6778
6306,NEW GENETICS AND SOCIETY,1463-6778
6306,POPULATION AND ENVIRONMENT,0199-0039
6311,JOURNAL OF TURBULENCE,1468-5248
6312,IEEE Magnetics Letters,1949-307X
6312,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,1050-6411
6312,RESEARCH IN SCIENCE EDUCATION,0157-244X
6312,TECHNOMETRICS,0040-1706
6316,JOURNAL OF PLASMA PHYSICS,0022-3778
6316,Macromolecular Reaction Engineering,1862-832X
6316,RESEARCH IN NONDESTRUCTIVE EVALUATION,0934-9847
6316,SKELETAL RADIOLOGY,0364-2348
6320,EDUCATIONAL RESEARCH,0013-1881
6320,International Review of Financial Analysis,1057-5219
6320,JOURNAL OF ELECTRONIC MATERIALS,0361-5235
6320,JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,1084-7529
6324,Journal of Brand Management,1350-231X
6324,YONSEI MEDICAL JOURNAL,0513-5796
6326,Dermatologic Therapy,1396-0296
6326,International Gambling Studies,1445-9795
6326,Journal of Hydrodynamics,1001-6058
6329,ANNALS OF NONINVASIVE ELECTROCARDIOLOGY,1082-720X
6329,CURRENT HIV RESEARCH,1570-162X
6329,EUROPEAN NEUROLOGY,0014-3022
6329,JOURNAL OF DIFFERENTIAL GEOMETRY,0022-040X
6329,JOURNAL OF INSECT CONSERVATION,1366-638X
6334,AMERICAN JOURNAL OF CLINICAL HYPNOSIS,0002-9157
6334,ECOLOGICAL MANAGEMENT & RESTORATION,1442-7001
6334,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,1093-4529
6337,BREEDING SCIENCE,1344-7610
6338,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,0013-8746
6338,Applied Neuropsychology-Adult,2327-9095
6338,CEREAL FOODS WORLD,0146-6283
6338,EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,1362-5187
6338,JOURNAL OF PERINATAL MEDICINE,0300-5577
6338,Johnson Matthey Technology Review,2056-5135
6344,JOURNAL OF COMPUTER INFORMATION SYSTEMS,0887-4417
6345,AIAA JOURNAL,0001-1452
6345,ALGAE,1226-2617
6345,SOCIOLOGY OF RELIGION,1069-4404
6345,SOFTWARE TESTING VERIFICATION & RELIABILITY,0960-0833
6349,BEHAVIOURAL PROCESSES,0376-6357
6349,BEHAVIOURAL PROCESSES,0376-6357
6349,International Journal of Consumer Studies,1470-6423
6352,Journal of Veterinary Behavior-Clinical Applications and Research,1558-7878
6353,Creativity and Innovation Management,0963-1690
6354,JOURNAL OF FOOD BIOCHEMISTRY,0145-8884
6354,THEORY IN BIOSCIENCES,1431-7613
6356,Journal of Black Psychology,0095-7984
6356,POLYMER ENGINEERING AND SCIENCE,0032-3888
6358,FEMINIST REVIEW,0141-7789
6358,Scandinavian Actuarial Journal,0346-1238
6358,Scandinavian Actuarial Journal,0346-1238
6361,SOLID STATE COMMUNICATIONS,0038-1098
6361,Surgical Innovation,1553-3506
6363,APPLIED ANIMAL BEHAVIOUR SCIENCE,0168-1591
6363,Annals of Applied Statistics,1932-6157
6365,ENVIRONMENTAL ENGINEERING SCIENCE,1092-8758
6365,INTERNATIONAL JOURNAL OF PHOTOENERGY,1110-662X
6365,JOURNAL OF CANCER EDUCATION,0885-8195
6365,JOURNAL OF NEUROLINGUISTICS,0911-6044
6365,JOURNAL OF NEUROLINGUISTICS,0911-6044
6365,Journal of Managerial Psychology,0268-3946
6365,MARINE GEODESY,0149-0419
6365,OXIDATION OF METALS,0030-770X
6365,SYSTEM,0346-251X
6374,EUPHYTICA,0014-2336
6374,EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY,0937-4477
6376,ACTA MECHANICA SINICA,0567-7718
6376,ARCHAEOMETRY,0003-813X
6376,Archives of Control Sciences,2300-2611
6376,Computational and Mathematical Methods in Medicine,1748-670X
6376,Journal of Legal Analysis,1946-5319
6376,Journal of the Korean Astronomical Society,1225-4614
6376,PHYSICIAN AND SPORTSMEDICINE,0091-3847
6376,Psychosocial Intervention,1132-0559
6376,THEORETICAL CHEMISTRY ACCOUNTS,1432-881X
6385,BRAIN & DEVELOPMENT,0387-7604
6386,British Journal of Politics & International Relations,1369-1481
6386,DISEASES OF AQUATIC ORGANISMS,0177-5103
6386,INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,0308-0161
6389,Educational Management Administration & Leadership,1741-1432
6389,JOURNAL OF EUROPEAN SOCIAL POLICY,0958-9287
6389,Structural Change and Economic Dynamics,0954-349X
6389,VIRUS GENES,0920-8569
6393,GERIATRIC NURSING,0197-4572
6393,GERIATRIC NURSING,0197-4572
6393,INTERNATIONAL JOURNAL OF DERMATOLOGY,0011-9059
6393,JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,1536-5050
6393,Journal of Business Finance & Accounting,0306-686X
6393,MULTIMEDIA TOOLS AND APPLICATIONS,1380-7501
6399,EUROPEAN ECONOMIC REVIEW,0014-2921
6399,PEDIATRIC CARDIOLOGY,0172-0643
6399,TEXTILE RESEARCH JOURNAL,0040-5175
6402,Tobacco Induced Diseases,1617-9625
6402,Tobacco Induced Diseases,1617-9625
6404,APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION,0253-4827
6404,IEEE Design & Test,2168-2356
6404,Journal of Oral & Facial Pain and Headache,2333-0384
6404,PHARMACOLOGY,0031-7012
6404,POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,0032-4728
6409,Accounting and Finance,0810-5391
6409,JOURNAL OF INVASIVE CARDIOLOGY,1042-3931
6409,Tourist Studies,1468-7976
6412,ANNALS OF PLASTIC SURGERY,0148-7043
6412,Algorithms for Molecular Biology,1748-7188
6412,EUROPEAN PHYSICAL JOURNAL B,1434-6028
6412,JOURNAL OF DIGITAL IMAGING,0897-1889
6412,JOURNAL OF NEUROGENETICS,0167-7063
6412,MEDICAL PRINCIPLES AND PRACTICE,1011-7571
6412,NUMERICAL ALGORITHMS,1017-1398
6412,THORACIC AND CARDIOVASCULAR SURGEON,0171-6425
6420,ACM Transactions on Computing Education,1946-6226
6421,JOURNAL OF APPLIED BEHAVIOR ANALYSIS,0021-8855
6421,Seminars in Ophthalmology,0882-0538
6423,American Journal of Hospice & Palliative Medicine,1049-9091
6424,JOURNAL OF AFRICAN EARTH SCIENCES,1464-343X
6424,JOURNAL OF CUTANEOUS PATHOLOGY,0303-6987
6424,JOURNAL OF HEALTH POPULATION AND NUTRITION,1606-0997
6424,JOURNAL OF SUPERCOMPUTING,0920-8542
6424,Jornal Brasileiro de Pneumologia,1806-3713
6429,AMERICAN JOURNAL OF ORTHOPSYCHIATRY,0002-9432
6429,ANNALS OF HUMAN BIOLOGY,0301-4460
6429,ANNALS OF HUMAN BIOLOGY,0301-4460
6429,DRUG AND CHEMICAL TOXICOLOGY,0148-0545
6429,ECOLOGICAL RESEARCH,0912-3814
6429,EVALUATION & THE HEALTH PROFESSIONS,0163-2787
6429,EVALUATION & THE HEALTH PROFESSIONS,0163-2787
6429,Journal of Esthetic and Restorative Dentistry,1496-4155
6429,METHODS OF INFORMATION IN MEDICINE,0026-1270
6429,VIRAL IMMUNOLOGY,0882-8245
6439,JOURNAL OF COMMUNITY HEALTH,0094-5145
6439,JOURNAL OF ULTRASOUND IN MEDICINE,0278-4297
6441,ADVANCES IN SPACE RESEARCH,0273-1177
6441,ANNALS OF HUMAN GENETICS,0003-4800
6441,Journal of Cosmetic Dermatology,1473-2130
6441,NEW ZEALAND VETERINARY JOURNAL,0048-0169
6445,ASIAN JOURNAL OF CONTROL,1561-8625
6445,Globalizations,1474-7731
6445,JOURNAL OF BIOSCIENCES,0250-5991
6445,Paediatrics and International Child Health,2046-9047
6445,SIAM JOURNAL ON MATHEMATICAL ANALYSIS,0036-1410
6450,Biosemiotics,1875-1342
6450,Biosemiotics,1875-1342
6450,CELL AND TISSUE BANKING,1389-9333
6450,ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES,1025-6016
6450,International Journal of Coal Preparation and Utilization,1939-2699
6450,Journal of Drugs in Dermatology,1545-9616
6450,RADIATION AND ENVIRONMENTAL BIOPHYSICS,0301-634X
6450,TELECOMMUNICATION SYSTEMS,1018-4864
6458,BIOLOGICAL BULLETIN,0006-3185
6458,DEVELOPMENT AND CHANGE,0012-155X
6458,IMF Economic Review,2041-4161
6458,JOURNAL OF DEVELOPMENT STUDIES,0022-0388
6458,TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,1478-3363
6463,JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,1069-5869
6463,Knowledge and Management of Aquatic Ecosystems,1961-9502
6463,MANAGEMENT DECISION,0025-1747
6463,Pharmacognosy Magazine,0973-1296
6467,BIOMETRICS,0006-341X
6467,Homeopathy,1475-4916
6467,Operations Management Research,1936-9735
6467,Progress in Tumor Research,0079-6263
6467,Remote Sensing Letters,2150-704X
6467,THERAPIE,0040-5957
6473,Metrology and Measurement Systems,0860-8229
6473,POLITICAL RESEARCH QUARTERLY,1065-9129
6475,ACTA ODONTOLOGICA SCANDINAVICA,0001-6357
6475,COMPUTER AIDED GEOMETRIC DESIGN,0167-8396
6475,JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY,1383-875X
6475,Physical Communication,1874-4907
6479,Food Science & Nutrition,2048-7177
6479,IEEE Computer Architecture Letters,1556-6056
6479,JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,0022-0434
6479,Journal of Primary Prevention,0278-095X
6479,Mine Water and the Environment,1025-9112
6479,PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION,0016-7878
6479,Perspectives in Public Health,1757-9139
6479,Rice Science,1672-6308
6479,SCHOOL PSYCHOLOGY REVIEW,0279-6015
6479,SEMINARS IN MUSCULOSKELETAL RADIOLOGY,1089-7860
6489,IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,0018-9375
6489,Saudi Journal of Gastroenterology,1319-3767
6489,Swarm Intelligence,1935-3812
6492,AMEGHINIANA,0002-7014
6492,JOURNAL OF PHONETICS,0095-4470
6492,JOURNAL OF PSYCHOLOGY,0022-3980
6492,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,0275-5947
6496,CLINICAL TRANSPLANTATION,0902-0063
6496,ENDOCRINE RESEARCH,0743-5800
6496,Korean Journal of Metals and Materials,1738-8228
6499,INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH,0955-9930
6499,Journal of Computing in Higher Education,1042-1726
6501,Cross Cultural & Strategic Management,2059-5794
6501,LAW PROBABILITY & RISK,1470-8396
6501,LAW PROBABILITY & RISK,1470-8396
6501,MANAGEMENT LEARNING,1350-5076
6501,PSICOTHEMA,0214-9915
6506,AEROBIOLOGIA,0393-5965
6506,GENE EXPRESSION PATTERNS,1567-133X
6506,Reaction Kinetics Mechanisms and Catalysis,1878-5190
6506,SYSTEMATIC BOTANY,0363-6445
6510,Advances in Computers,0065-2458
6510,China Communications,1673-5447
6510,ENVIRONMENTAL BIOLOGY OF FISHES,0378-1909
6510,Iranian Journal of Basic Medical Sciences,2008-3866
6510,OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA,0030-6665
6510,Peer-to-Peer Networking and Applications,1936-6442
6516,ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY,0003-4894
6516,JOURNAL OF MOTOR BEHAVIOR,0022-2895
6516,JOURNAL OF MOTOR BEHAVIOR,0022-2895
6516,Journal of Economic Policy Reform,1748-7870
6516,PHLEBOLOGY,0268-3555
6521,AMERICAN JOURNAL OF MANAGED CARE,1088-0224
6521,AMERICAN JOURNAL OF MANAGED CARE,1088-0224
6521,Differences-A Journal of Feminist Cultural Studies,1040-7391
6521,IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,1530-4388
6521,Journal of Aging & Social Policy,0895-9420
6521,Medical Ultrasonography,1844-4172
6521,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,0305-9049
6521,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,0305-9049
6529,BMC Medical Education,1472-6920
6529,BMC Medical Education,1472-6920
6529,JOURNAL OF FORAMINIFERAL RESEARCH,0096-1191
6529,Ophthalmic Surgery Lasers & Imaging Retina,2325-8160
6529,Policing & Society,1043-9463
6534,JOURNAL OF FOOD PROCESSING AND PRESERVATION,0145-8892
6534,JOURNAL OF FOOD PROTECTION,0362-028X
6536,HUMAN AND ECOLOGICAL RISK ASSESSMENT,1080-7039
6536,INDIAN JOURNAL OF MEDICAL RESEARCH,0971-5916
6536,INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS,1368-2822
6536,INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS,1368-2822
6536,International Journal of Clinical Pharmacy,2210-7703
6536,JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,0003-1488
6536,UROLOGIA INTERNATIONALIS,0042-1138
6543,FARMACIA,0014-8237
6543,JOURNAL OF MOLECULAR MODELING,1610-2940
6545,Abdominal Radiology,2366-004X
6545,IET Optoelectronics,1751-8768
6547,ChemistrySelect,2365-6549
6547,FOLIA PARASITOLOGICA,0015-5683
6549,BIOSTATISTICS,1465-4644
6549,BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,0142-5692
6549,INTERNATIONAL JOURNAL OF TOXICOLOGY,1091-5818
6549,SHOCK WAVES,0938-1287
6553,Journal of Business Economics and Management,1611-1699
6554,INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,0218-1274
6555,ACTA NEUROBIOLOGIAE EXPERIMENTALIS,0065-1400
6555,ACTA SOCIOLOGICA,0001-6993
6555,CAREER DEVELOPMENT QUARTERLY,0889-4019
6555,ECONOMIC BOTANY,0013-0001
6555,EPILEPTIC DISORDERS,1294-9361
6555,EUROPEAN JOURNAL OF COMMUNICATION,0267-3231
6555,Environmental Engineering Research,1226-1025
6555,Games and Culture,1555-4120
6555,Hepatobiliary & Pancreatic Diseases International,1499-3872
6555,JOURNAL OF CHEMOMETRICS,0886-9383
6555,Journal of Earth Science,1674-487X
6555,Journal of Semantics,0167-5133
6555,LAND ECONOMICS,0023-7639
6555,MATHEMATICAL BIOSCIENCES,0025-5564
6555,PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE,0375-0442
6555,POLAR RESEARCH,0800-0395
6555,Proceedings of the Institution of Civil Engineers-Engineering Sustainability,1478-4629
6555,RARE METALS,1001-0521
6555,STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,1541-7794
6555,Transcultural Psychiatry,1363-4615
6555,Willdenowia,0511-9618
6576,OPTOMETRY AND VISION SCIENCE,1040-5488
6577,JOURNAL OF ALTERNATIVE AND COMPLEMENTARY MEDICINE,1075-5535
6577,SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION,0036-5513
6579,3 Biotech,2190-572X
6579,ACTA VETERINARIA SCANDINAVICA,0044-605X
6579,CLINICAL MEDICINE,1470-2118
6579,EUROPEAN JOURNAL OF MARKETING,0309-0566
6579,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,0022-0000
6584,DEVELOPMENT GROWTH & DIFFERENTIATION,0012-1592
6584,INTERNATIONAL NURSING REVIEW,0020-8132
6584,INTERNATIONAL NURSING REVIEW,0020-8132
6584,JOURNAL OF STATISTICAL PHYSICS,0022-4715
6584,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9947
6589,AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,0002-9459
