issn,journal_title,issn_cr,Source title,Source type,ASJC field IDs,Year,Citing source,P,IPP,IPP (lower bound),IPP (upper bound),SNIP.x,SNIP (lower bound),SNIP (upper bound),% self cit,issn_type,year_founded,year_OA_initiated,year_reverse_flipped,OA_content_still_OA,journal_location,prev. publisher,journal_name,publisher,oa_model,apc_pre,apc_post,apc_now,evidence,evidence_II,evidence_III,Comment,Discipline,SNIP.y,najko,mikael,included in OAD,X__1,Has been a subscription journal before OA?,Founded before 1985? (Assumed to have been subscr. based if founded before that),Link evidence of subscription-based past,Link evidence of born oa-based past,Flipped OA,Born OA,id
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2014,1,491,2.65580448065173,2.37881873727088,2.94093686354379,1.0840999579187,0.962197078149095,1.20895445180786,0.0613496932515337,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2015,1,434,2.84792626728111,2.52073732718894,3.26036866359447,1.18150464177975,1.01306567288494,1.40354769425336,0.209546925566343,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2016,1,391,3.00255754475703,2.50383631713555,3.66496163682864,1.24054226911215,0.975501089339569,1.65468481793488,0.245315161839864,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0916-9636,Hypertension Research,0916-9636,Hypertension Research,Journal,1314; 2705; 2724,2017,1,367,2.9291553133515,2.46049046321526,3.67847411444142,1.27212859143057,1.02661396153914,1.66123080481893,0.273488372093023,Print ISSN,1978,NA,2009,NA,Japan,Japanese Society of Hypertension Research,Hypertension Research,Nature,Subscription,N/A,-,3300.0,Scopus 2014-2018 Check,"Potential reverse flip, now a subscription journal with Nature: https://www.nature.com/hr/ , was available OA through J-stage at least until the end of 2004 https://www.jstage.jst.go.jp/browse/hypres/-char/en",Now hybrid,Possibly self-published when flipped: 2004-2009 https://web.archive.org/web/20081220030457/http://www.nature.com/hr/marketing/index.html,Health,NA,Was published by the  Japanese Society of Hypertension. Cannot find evidence for oa publication before moving to Nature  https://web.archive.org/web/20061102092831/http://www.jpnsh.org:80/shiori/hr.pdf,Here is a snapshot of it being OA in 2004 https://web.archive.org/web/20041209080724/http://www.jstage.jst.go.jp:80/browse/hypres/_vols a bit muddy what happens 2005-2009 (https://web.archive.org/web/20080307032838/http://www.jpnsh.org:80/hypertensionres.html) but at some point it reverse flipped and became published in collaboration with Nature. Last OA volume seems to be 2007 https://web.archive.org/web/20080117231153/http://www.jstage.jst.go.jp:80/browse/hypres/_vols,NA,NA,NA,1,NA,NA,1,0,0916-9636
0018-8646,IBM Journal of Research and Development,0018-8646,IBM Journal of Research and Development,Journal,1700,1999,1,143,1.02797202797203,0.755244755244755,1.35664335664336,1.40644466005934,1.04485470902883,1.8248481115671,0.136054421768707,Print ISSN,1957,NA,2010,NA,Global,IBM,IBM Journal of Research and Development,IEEE,Subscription,N/A,-,1950.0,Scopus 2014-2018 Check,"Potential reverse flip, access to journal now sold by IEEE: https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5288520 , used to be available OA through IBMs own website until the end of 2008 https://web.archive.org/web/20080614085314/http://www.research.ibm.com:80/journal/rd52-3.html",NA,Articles on IBM website while subscription?! What do we do with this? Now closed. Otherwise flip 2010,PSM,NA,NA,I would keep this in if we include reverse flips that happened in 2009,NA,NA,NA,1,NA,NA,1,0,0018-8646
0018-8646,IBM Journal of Research and Development,0018-8646,IBM Journal of Research and Development,Journal,1700,2e3,1,155,1.19354838709677,0.864516129032258,1.54838709677419,1.26330481324144,0.897317029943189,1.68480002365275,0.108108108108108,Print ISSN,1957,NA,2010,NA,Global,IBM,IBM Journal of Research and Development,IEEE,Subscription,N/A,-,1950.0,Scopus 2014-2018 Check,"Potential reverse flip, access to journal now sold by IEEE: https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5288520 , used to be available OA through IBMs own website until the end of 2008 https://web.archive.org/web/20080614085314/http://www.research.ibm.com:80/journal/rd52-3.html",NA,Articles on IBM website while subscription?! What do we do with this? Now closed. Otherwise flip 2010,PSM,NA,NA,I would keep this in if we include reverse flips that happened in 2009,NA,NA,NA,1,NA,NA,1,0,0018-8646
0018-8646,IBM Journal of Research and Development,0018-8646,IBM Journal of Research and Development,Journal,1700,2001,1,164,1.72560975609756,1.20731707317073,2.34756097560976,1.83156257520613,1.35798655773602,2.42825236979523,0.0106007067137809,Print ISSN,1957,NA,2010,NA,Global,IBM,IBM Journal of Research and Development,IEEE,Subscription,N/A,-,1950.0,Scopus 2014-2018 Check,"Potential reverse flip, access to journal now sold by IEEE: https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5288520 , used to be available OA through IBMs own website until the end of 2008 https://web.archive.org/web/20080614085314/http://www.research.ibm.com:80/journal/rd52-3.html",NA,Articles on IBM website while subscription?! What do we do with this? Now closed. Otherwise flip 2010,PSM,NA,NA,I would keep this in if we include reverse flips that happened in 2009,NA,NA,NA,1,NA,NA,1,0,0018-8646
0018-8646,IBM Journal of Research and Development,0018-8646,IBM Journal of Research and Development,Journal,1700,2002,1,149,2.61073825503356,1.88590604026846,3.49664429530201,2.70851753400653,1.98001949189989,3.57087665816052,0.0745501285347044,Print ISSN,1957,NA,2010,NA,Global,IBM,IBM Journal of Research and Development,IEEE,Subscription,N/A,-,1950.0,Scopus 2014-2018 Check,"Potential reverse flip, access to journal now sold by IEEE: https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5288520 , used to be available OA through IBMs own website until the end of 2008 https://web.archive.org/web/20080614085314/http://www.research.ibm.com:80/journal/rd52-3.html",NA,Articles on IBM website while subscription?! What do we do with this? Now closed. Otherwise flip 2010,PSM,NA,NA,I would keep this in if we include reverse flips that happened in 2009,NA,NA,NA,1,NA,NA,1,0,0018-8646
0018-8646,IBM Journal of Research and Development,0018-8646,IBM Journal of Research and Development,Journal,1700,2003,1,148,2.48648648648649,1.73648648648649,3.41216216216216,2.39693541529272,1.63333285113061,3.30609424250379,0.0298913043478261,Print ISSN,1957,NA,2010,NA,Global,IBM,IBM Journal of Research and Development,IEEE,Subscription,N/A,-,1950.0,Scopus 2014-2018 Check,"Potential reverse flip, access to journal now sold by IEEE: https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5288520 , used to be available OA through IBMs own website until the end of 2008 https://web.archive.org/web/20080614085314/http://www.research.ibm.com:80/journal/rd52-3.html",NA,Articles on IBM website while subscription?! What do we do with this? Now closed. Otherwise flip 2010,PSM,NA,NA,I would keep this in if we include reverse flips that happened in 2009,NA,NA,NA,1,NA,NA,1,0,0018-8646
0018-8646,IBM Journal of Research and Development,0018-8646,IBM Journal of Research and Development,Journal,1700,2004,1,136,2.97794117647059,2.13970588235294,3.89705882352941,2.87884680111267,2.19720680745617,3.59145504000085,0.116049382716049,Print ISSN,1957,NA,2010,NA,Global,IBM,IBM Journal of Research and Development,IEEE,Subscription,N/A,-,1950.0,Scopus 2014-2018 Check,"Potential reverse flip, access to journal now sold by IEEE: https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5288520 , used to be available OA through IBMs own website until the end of 2008 https://web.archive.org/web/20080614085314/http://www.research.ibm.com:80/journal/rd52-3.html",NA,Articles on IBM website while subscription?! What do we do with this? Now closed. Otherwise flip 2010,PSM,NA,NA,I would keep this in if we include reverse flips that happened in 2009,NA,NA,NA,1,NA,NA,1,0,0018-8646
0018-8646,IBM Journal of Research and Development,0018-8646,IBM Journal of Research and Development,Journal,1700,2005,1,152,1.875,1.34210526315789,2.48684210526316,2.1789224186753,1.57009552759204,2.94477880970796,0.108771929824561,Print ISSN,1957,NA,2010,NA,Global,IBM,IBM Journal of Research and Development,IEEE,Subscription,N/A,-,1950.0,Scopus 2014-2018 Check,"Potential reverse flip, access to journal now sold by IEEE: https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5288520 , used to be available OA through IBMs own website until the end of 2008 https://web.archive.org/web/20080614085314/http://www.research.ibm.com:80/journal/rd52-3.html",NA,Articles on IBM website while subscription?! What do we do with this? Now closed. Otherwise flip 2010,PSM,NA,NA,I would keep this in if we include reverse flips that happened in 2009,NA,NA,NA,1,NA,NA,1,0,0018-8646
0018-8646,IBM Journal of Research and Development,0018-8646,IBM Journal of Research and Development,Journal,1700,2006,1,165,1.64848484848485,1.24242424242424,2.14545454545455,1.78362216186446,1.38860047461929,2.26287050263581,0.00735294117647059,Print ISSN,1957,NA,2010,NA,Global,IBM,IBM Journal of Research and Development,IEEE,Subscription,N/A,-,1950.0,Scopus 2014-2018 Check,"Potential reverse flip, access to journal now sold by IEEE: https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5288520 , used to be available OA through IBMs own website until the end of 2008 https://web.archive.org/web/20080614085314/http://www.research.ibm.com:80/journal/rd52-3.html",NA,Articles on IBM website while subscription?! What do we do with this? Now closed. Otherwise flip 2010,PSM,NA,NA,I would keep this in if we include reverse flips that happened in 2009,NA,NA,NA,1,NA,NA,1,0,0018-8646
0018-8646,IBM Journal of Research and Development,0018-8646,IBM Journal of Research and Development,Journal,1700,2007,1,164,2.43292682926829,1.81707317073171,3.1890243902439,2.6604324889609,1.86829029472082,3.68356743568383,0.0852130325814536,Print ISSN,1957,NA,2010,NA,Global,IBM,IBM Journal of Research and Development,IEEE,Subscription,N/A,-,1950.0,Scopus 2014-2018 Check,"Potential reverse flip, access to journal now sold by IEEE: https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5288520 , used to be available OA through IBMs own website until the end of 2008 https://web.archive.org/web/20080614085314/http://www.research.ibm.com:80/journal/rd52-3.html",NA,Articles on IBM website while subscription?! What do we do with this? Now closed. Otherwise flip 2010,PSM,NA,NA,I would keep this in if we include reverse flips that happened in 2009,NA,NA,NA,1,NA,NA,1,0,0018-8646
0018-8646,IBM Journal of Research and Development,0018-8646,IBM Journal of Research and Development,Journal,1700,2008,1,159,4.0377358490566,3.0125786163522,5.18867924528302,3.66107941556612,2.67666328858577,4.82565111609704,0.0638629283489097,Print ISSN,1957,NA,2010,NA,Global,IBM,IBM Journal of Research and Development,IEEE,Subscription,N/A,-,1950.0,Scopus 2014-2018 Check,"Potential reverse flip, access to journal now sold by IEEE: https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5288520 , used to be available OA through IBMs own website until the end of 2008 https://web.archive.org/web/20080614085314/http://www.research.ibm.com:80/journal/rd52-3.html",NA,Articles on IBM website while subscription?! What do we do with this? Now closed. Otherwise flip 2010,PSM,NA,NA,I would keep this in if we include reverse flips that happened in 2009,NA,NA,NA,1,NA,NA,1,0,0018-8646
